artifact,label,owner
aa_1343,Boston 64.50,https://www.wikidata.org/wiki/Q49133
aa_1372,Boston 17.3340,https://www.wikidata.org/wiki/Q49133
aa_1454,Boston 57.720,https://www.wikidata.org/wiki/Q49133
aa_1459,Boston 1994.274,https://www.wikidata.org/wiki/Q49133
aa_1545,Boston 63.1245,https://www.wikidata.org/wiki/Q49133
aa_893,BCMA 1919.58.22,https://www.wikidata.org/wiki/Q4950759
aa_915,BCMA 1919.58.73,https://www.wikidata.org/wiki/Q4950759
aa_927,BCMA 1920.8.37,https://www.wikidata.org/wiki/Q4950759
aa_928,BCMA 1920.8.38,https://www.wikidata.org/wiki/Q4950759
aa_926,BCMA 1920.8.2,https://www.wikidata.org/wiki/Q4950759
aa_923,BCMA 1919.58.98,https://www.wikidata.org/wiki/Q4950759
aa_895,BCMA 1919.58.25,https://www.wikidata.org/wiki/Q4950759
aa_897,BCMA 1919.58.27,https://www.wikidata.org/wiki/Q4950759
aa_884,BCMA 1915.98,https://www.wikidata.org/wiki/Q4950759
aa_899,BCMA 1919.58.29,https://www.wikidata.org/wiki/Q4950759
aa_890,BCMA 1919.58.19,https://www.wikidata.org/wiki/Q4950759
aa_917,BCMA 1919.58.8,https://www.wikidata.org/wiki/Q4950759
aa_918,BCMA 1919.58.8 D,https://www.wikidata.org/wiki/Q4950759
aa_896,BCMA 1919.58.26,https://www.wikidata.org/wiki/Q4950759
aa_898,BCMA 1919.58.28,https://www.wikidata.org/wiki/Q4950759
aa_901,BCMA 1919.58.31,https://www.wikidata.org/wiki/Q4950759
aa_929,BCMA 1920.8.39,https://www.wikidata.org/wiki/Q4950759
aa_888,BCMA 1919.58.17,https://www.wikidata.org/wiki/Q4950759
aa_914,BCMA 1919.58.68,https://www.wikidata.org/wiki/Q4950759
aa_886,BCMA 1919.58.104,https://www.wikidata.org/wiki/Q4950759
aa_924,BCMA 1919.58.99,https://www.wikidata.org/wiki/Q4950759
aa_913,BCMA 1919.58.67,https://www.wikidata.org/wiki/Q4950759
aa_907,BCMA 1919.58.58,https://www.wikidata.org/wiki/Q4950759
aa_900,BCMA 1919.58.3,https://www.wikidata.org/wiki/Q4950759
aa_939,BCMA 1923.118.2,https://www.wikidata.org/wiki/Q4950759
aa_892,BCMA 1919.58.21,https://www.wikidata.org/wiki/Q4950759
aa_894,BCMA 1919.58.24,https://www.wikidata.org/wiki/Q4950759
aa_920,BCMA 1919.58.8b,https://www.wikidata.org/wiki/Q4950759
aa_916,BCMA 1919.58.78,https://www.wikidata.org/wiki/Q4950759
aa_733,BCMA 1914.6.1,https://www.wikidata.org/wiki/Q4950759
aa_885,BCMA 1919.58.1,https://www.wikidata.org/wiki/Q4950759
aa_891,BCMA 1919.58.2,https://www.wikidata.org/wiki/Q4950759
aa_882,BCMA 1914.6.8,https://www.wikidata.org/wiki/Q4950759
aa_904,BCMA 1919.58.4,https://www.wikidata.org/wiki/Q4950759
aa_883,BCMA 1915.94,https://www.wikidata.org/wiki/Q4950759
aa_945,BCMA 1923.119.9,https://www.wikidata.org/wiki/Q4950759
aa_944,BCMA 1923.119.5,https://www.wikidata.org/wiki/Q4950759
aa_906,BCMA 1919.58.4a,https://www.wikidata.org/wiki/Q4950759
aa_947,BCMA 1958.18.5,https://www.wikidata.org/wiki/Q4950759
aa_908,BCMA 1919.58.5a,https://www.wikidata.org/wiki/Q4950759
aa_922,BCMA 1919.58.97,https://www.wikidata.org/wiki/Q4950759
aa_905,BCMA 1919.58.40,https://www.wikidata.org/wiki/Q4950759
aa_878,BCMA 1914.6.2,https://www.wikidata.org/wiki/Q4950759
aa_879,BCMA 1914.6.3,https://www.wikidata.org/wiki/Q4950759
aa_903,BCMA 1919.58.39a,https://www.wikidata.org/wiki/Q4950759
aa_930,BCMA 1920.8.45,https://www.wikidata.org/wiki/Q4950759
aa_931,BCMA 1920.8.46,https://www.wikidata.org/wiki/Q4950759
aa_902,BCMA 1919.58.37,https://www.wikidata.org/wiki/Q4950759
aa_881,BCMA 1914.6.7,https://www.wikidata.org/wiki/Q4950759
aa_911,BCMA 1919.58.65,https://www.wikidata.org/wiki/Q4950759
aa_932,BCMA 1920.8.47,https://www.wikidata.org/wiki/Q4950759
aa_889,BCMA 1919.58.18,https://www.wikidata.org/wiki/Q4950759
aa_909,BCMA 1919.58.63,https://www.wikidata.org/wiki/Q4950759
aa_910,BCMA 1919.58.64,https://www.wikidata.org/wiki/Q4950759
aa_940,BCMA 1923.118.3,https://www.wikidata.org/wiki/Q4950759
aa_941,BCMA 1923.118.4,https://www.wikidata.org/wiki/Q4950759
aa_942,BCMA 1923.118.5,https://www.wikidata.org/wiki/Q4950759
aa_887,BCMA 1919.58.12,https://www.wikidata.org/wiki/Q4950759
aa_912,BCMA 1919.58.66,https://www.wikidata.org/wiki/Q4950759
aa_933,BCMA 1920.8.49,https://www.wikidata.org/wiki/Q4950759
aa_934,BCMA 1920.8.51,https://www.wikidata.org/wiki/Q4950759
aa_935,BCMA 1920.8.52,https://www.wikidata.org/wiki/Q4950759
aa_936,BCMA 1920.8.53,https://www.wikidata.org/wiki/Q4950759
aa_943,BCMA 1923.118.6,https://www.wikidata.org/wiki/Q4950759
aa_925,BCMA 1920.8.1,https://www.wikidata.org/wiki/Q4950759
aa_919,BCMA 1919.58.89,https://www.wikidata.org/wiki/Q4950759
aa_937,BCMA 1920.8.55,https://www.wikidata.org/wiki/Q4950759
aa_946,BCMA 1958.18.2,https://www.wikidata.org/wiki/Q4950759
aa_921,BCMA 1919.58.95,https://www.wikidata.org/wiki/Q4950759
aa_880,BCMA 1914.6.6,https://www.wikidata.org/wiki/Q4950759
aa_938,BCMA 1920.8.57,https://www.wikidata.org/wiki/Q4950759
aa_822,BCMA 1914.6.12,https://www.wikidata.org/wiki/Q4950759
aa_950,Boston 1997.89,https://www.wikidata.org/wiki/Q49133
aa_951,Boston 1997.95,https://www.wikidata.org/wiki/Q49133
aa_952,Boston 1987.491,https://www.wikidata.org/wiki/Q49133
aa_953,Boston 1997.63,https://www.wikidata.org/wiki/Q49133
aa_954,Boston 1997.93,https://www.wikidata.org/wiki/Q49133
aa_955,Boston 1997.88,https://www.wikidata.org/wiki/Q49133
aa_956,Boston 1997.94,https://www.wikidata.org/wiki/Q49133
aa_957,Boston 1997.91,https://www.wikidata.org/wiki/Q49133
aa_958,Boston 1997.92,https://www.wikidata.org/wiki/Q49133
aa_959,Boston 1996.107,https://www.wikidata.org/wiki/Q49133
aa_960,Boston 1997.84,https://www.wikidata.org/wiki/Q49133
aa_961,Boston 1997.86,https://www.wikidata.org/wiki/Q49133
aa_962,Boston 1996.104,https://www.wikidata.org/wiki/Q49133
aa_963,Boston 1996.105,https://www.wikidata.org/wiki/Q49133
aa_964,Boston 1997.90,https://www.wikidata.org/wiki/Q49133
aa_965,Boston 1996.106,https://www.wikidata.org/wiki/Q49133
aa_966,Boston 1997.87,https://www.wikidata.org/wiki/Q49133
aa_967,Boston 1997.85,https://www.wikidata.org/wiki/Q49133
aa_968,Boston 88.373,https://www.wikidata.org/wiki/Q49133
aa_969,Boston 88.374,https://www.wikidata.org/wiki/Q49133
aa_970,Boston 32.655,https://www.wikidata.org/wiki/Q49133
aa_971,Boston 17.3313,https://www.wikidata.org/wiki/Q49133
aa_972,Boston 32.653,https://www.wikidata.org/wiki/Q49133
aa_973,Boston 32.659,https://www.wikidata.org/wiki/Q49133
aa_974,Boston 32.660,https://www.wikidata.org/wiki/Q49133
aa_975,Boston 32.700,https://www.wikidata.org/wiki/Q49133
aa_976,Boston 32.736,https://www.wikidata.org/wiki/Q49133
aa_977,Boston 54.672,https://www.wikidata.org/wiki/Q49133
aa_978,Boston 88.378,https://www.wikidata.org/wiki/Q49133
aa_979,Boston 98.1130,https://www.wikidata.org/wiki/Q49133
aa_980,Boston 98.1133,https://www.wikidata.org/wiki/Q49133
aa_981,Boston 01.1993,https://www.wikidata.org/wiki/Q49133
aa_982,Boston 01.5039,https://www.wikidata.org/wiki/Q49133
aa_983,Boston 12.906,https://www.wikidata.org/wiki/Q49133
aa_984,Boston 32.751,https://www.wikidata.org/wiki/Q49133
aa_985,Boston 32.763,https://www.wikidata.org/wiki/Q49133
aa_986,Boston 32.764,https://www.wikidata.org/wiki/Q49133
aa_987,Boston 32.766,https://www.wikidata.org/wiki/Q49133
aa_988,Boston 32.801,https://www.wikidata.org/wiki/Q49133
aa_989,Boston 32.810,https://www.wikidata.org/wiki/Q49133
aa_990,Boston 1984.44,https://www.wikidata.org/wiki/Q49133
aa_991,Boston 88.383,https://www.wikidata.org/wiki/Q49133
aa_992,Boston 92.23,https://www.wikidata.org/wiki/Q49133
aa_993,Boston 95.166,https://www.wikidata.org/wiki/Q49133
aa_994,Boston 95.167,https://www.wikidata.org/wiki/Q49133
aa_995,Boston 95.168,https://www.wikidata.org/wiki/Q49133
aa_996,Boston 98.1129,https://www.wikidata.org/wiki/Q49133
aa_997,Boston 98.1135,https://www.wikidata.org/wiki/Q49133
aa_998,Boston 01.1916,https://www.wikidata.org/wiki/Q49133
aa_999,Boston 03.1917,https://www.wikidata.org/wiki/Q49133
aa_1000,Boston 12.440,https://www.wikidata.org/wiki/Q49133
aa_1001,Boston 12.441,https://www.wikidata.org/wiki/Q49133
aa_1002,Boston 12.442,https://www.wikidata.org/wiki/Q49133
aa_1003,Boston 12.443,https://www.wikidata.org/wiki/Q49133
aa_1004,Boston 12.445,https://www.wikidata.org/wiki/Q49133
aa_1006,Boston 12.452,https://www.wikidata.org/wiki/Q49133
aa_1007,Boston 12.453,https://www.wikidata.org/wiki/Q49133
aa_1008,Boston 12.456,https://www.wikidata.org/wiki/Q49133
aa_1009,Boston 12.457,https://www.wikidata.org/wiki/Q49133
aa_1010,Boston 52.193,https://www.wikidata.org/wiki/Q49133
aa_1011,Boston 1981.362,https://www.wikidata.org/wiki/Q49133
aa_1012,Boston 13.4505,https://www.wikidata.org/wiki/Q49133
aa_1013,Boston 32.744,https://www.wikidata.org/wiki/Q49133
aa_1014,Boston 32.746,https://www.wikidata.org/wiki/Q49133
aa_1015,Boston 32.753,https://www.wikidata.org/wiki/Q49133
aa_1016,Boston 32.759,https://www.wikidata.org/wiki/Q49133
aa_1017,Boston 32.769,https://www.wikidata.org/wiki/Q49133
aa_1018,Boston 32.772,https://www.wikidata.org/wiki/Q49133
aa_1019,Boston 32.774,https://www.wikidata.org/wiki/Q49133
aa_1020,Boston 32.778,https://www.wikidata.org/wiki/Q49133
aa_1021,Boston 32.791,https://www.wikidata.org/wiki/Q49133
aa_1022,Boston 32.793,https://www.wikidata.org/wiki/Q49133
aa_1023,Boston 32.803,https://www.wikidata.org/wiki/Q49133
aa_1024,Boston 32.807,https://www.wikidata.org/wiki/Q49133
aa_1025,Boston 32.816,https://www.wikidata.org/wiki/Q49133
aa_1026,Boston 42.526,https://www.wikidata.org/wiki/Q49133
aa_1027,Boston 42.527,https://www.wikidata.org/wiki/Q49133
aa_1028,Boston 67.1028,https://www.wikidata.org/wiki/Q49133
aa_1029,Boston 1977.494,https://www.wikidata.org/wiki/Q49133
aa_1030,Boston 1977.495,https://www.wikidata.org/wiki/Q49133
aa_1031,Boston 35.217,https://www.wikidata.org/wiki/Q49133
aa_1032,Boston 1981.165,https://www.wikidata.org/wiki/Q49133
aa_1033,Boston 69.30,https://www.wikidata.org/wiki/Q49133
aa_1034,Boston 58.960,https://www.wikidata.org/wiki/Q49133
aa_1035,Boston 1987.301,https://www.wikidata.org/wiki/Q49133
aa_1036,Boston 52.1015,https://www.wikidata.org/wiki/Q49133
aa_1037,Boston 62.162,https://www.wikidata.org/wiki/Q49133
aa_1038,Boston 60.1430,https://www.wikidata.org/wiki/Q49133
aa_1039,Boston 1977.610,https://www.wikidata.org/wiki/Q49133
aa_1040,Boston 1984.43,https://www.wikidata.org/wiki/Q49133
aa_1041,Boston 1985.440,https://www.wikidata.org/wiki/Q49133
aa_1042,Boston 95.165,https://www.wikidata.org/wiki/Q49133
aa_1043,Boston 01.1932,https://www.wikidata.org/wiki/Q49133
aa_1044,Boston 13.619,https://www.wikidata.org/wiki/Q49133
aa_1045,Boston 13.624,https://www.wikidata.org/wiki/Q49133
aa_1046,Boston 34.1406,https://www.wikidata.org/wiki/Q49133
aa_1047,Boston 60.518,https://www.wikidata.org/wiki/Q49133
aa_1048,Boston 67.1026,https://www.wikidata.org/wiki/Q49133
aa_1049,Boston 63.2650,https://www.wikidata.org/wiki/Q49133
aa_1050,Boston 1992.3,https://www.wikidata.org/wiki/Q49133
aa_1051,Boston 1992.4,https://www.wikidata.org/wiki/Q49133
aa_1052,Boston 32.777,https://www.wikidata.org/wiki/Q49133
aa_1053,Boston 32.779,https://www.wikidata.org/wiki/Q49133
aa_1054,Boston 32.783,https://www.wikidata.org/wiki/Q49133
aa_1055,Boston 32.784,https://www.wikidata.org/wiki/Q49133
aa_1056,Boston 32.785,https://www.wikidata.org/wiki/Q49133
aa_1057,Boston 32.787,https://www.wikidata.org/wiki/Q49133
aa_1058,Boston 1977.611,https://www.wikidata.org/wiki/Q49133
aa_1059,Boston 93.1482,https://www.wikidata.org/wiki/Q49133
aa_1060,Boston 1992.153,https://www.wikidata.org/wiki/Q49133
aa_1061,Boston temp.,https://www.wikidata.org/wiki/Q49133
aa_1062,Boston 12.436,https://www.wikidata.org/wiki/Q49133
aa_1063,Boston 58.962,https://www.wikidata.org/wiki/Q49133
aa_1064,Boston 35.219,https://www.wikidata.org/wiki/Q49133
aa_1065,Boston 58.961,https://www.wikidata.org/wiki/Q49133
aa_1066,Boston 58.517,https://www.wikidata.org/wiki/Q49133
aa_1067,Boston 59.179,https://www.wikidata.org/wiki/Q49133
aa_1068,Boston 59.180,https://www.wikidata.org/wiki/Q49133
aa_1069,Boston 63.69,https://www.wikidata.org/wiki/Q49133
aa_1070,Boston 68.614,https://www.wikidata.org/wiki/Q49133
aa_1071,Boston 00.283,https://www.wikidata.org/wiki/Q49133
aa_1072,Boston 35.263,https://www.wikidata.org/wiki/Q49133
aa_1073,Boston 53.2016,https://www.wikidata.org/wiki/Q49133
aa_1074,Boston 67.1007,https://www.wikidata.org/wiki/Q49133
aa_1075,Boston 1972.199,https://www.wikidata.org/wiki/Q49133
aa_1076,Boston 1973.638,https://www.wikidata.org/wiki/Q49133
aa_1077,Boston 62.562,https://www.wikidata.org/wiki/Q49133
aa_1078,Boston 67.1029,https://www.wikidata.org/wiki/Q49133
aa_1079,Boston 63.1625,https://www.wikidata.org/wiki/Q49133
aa_1080,Boston 98.67,https://www.wikidata.org/wiki/Q49133
aa_1081,Boston 92.205,https://www.wikidata.org/wiki/Q49133
aa_1082,Boston 95.169,https://www.wikidata.org/wiki/Q49133
aa_1083,Boston 95.170,https://www.wikidata.org/wiki/Q49133
aa_1084,Boston 92.209,https://www.wikidata.org/wiki/Q49133
aa_1085,Boston 97.1093,https://www.wikidata.org/wiki/Q49133
aa_1086,Boston 34.1405,https://www.wikidata.org/wiki/Q49133
aa_1087,Boston 12.512,https://www.wikidata.org/wiki/Q49133
aa_1088,Boston 1975.764,https://www.wikidata.org/wiki/Q49133
aa_1089,Boston 60.139,https://www.wikidata.org/wiki/Q49133
aa_1090,Boston 67.628,https://www.wikidata.org/wiki/Q49133
aa_1091,Boston 1984.767,https://www.wikidata.org/wiki/Q49133
aa_1092,Boston 60.1441,https://www.wikidata.org/wiki/Q49133
aa_1093,Boston 00.285,https://www.wikidata.org/wiki/Q49133
aa_1094,Boston 00.284,https://www.wikidata.org/wiki/Q49133
aa_1095,Boston 1985.231,https://www.wikidata.org/wiki/Q49133
aa_1096,Boston 1978.39,https://www.wikidata.org/wiki/Q49133
aa_1097,Boston 35.269,https://www.wikidata.org/wiki/Q49133
aa_1098,Boston 92.30,https://www.wikidata.org/wiki/Q49133
aa_1099,Boston 12.533,https://www.wikidata.org/wiki/Q49133
aa_1100,Boston 1985.441,https://www.wikidata.org/wiki/Q49133
aa_1101,Boston 32.552,https://www.wikidata.org/wiki/Q49133
aa_1102,Boston 35.222,https://www.wikidata.org/wiki/Q49133
aa_1103,Boston 00.282,https://www.wikidata.org/wiki/Q49133
aa_1104,Boston 34.1407,https://www.wikidata.org/wiki/Q49133
aa_1105,Boston 1982.593,https://www.wikidata.org/wiki/Q49133
aa_1106,Boston 54.568,https://www.wikidata.org/wiki/Q49133
aa_1107,Boston 60.522,https://www.wikidata.org/wiki/Q49133
aa_1108,Boston 61.1194,https://www.wikidata.org/wiki/Q49133
aa_1109,Boston 98.1139,https://www.wikidata.org/wiki/Q49133
aa_1110,Boston 35.255,https://www.wikidata.org/wiki/Q49133
aa_1111,Boston 32.572,https://www.wikidata.org/wiki/Q49133
aa_1112,Boston 1975.794,https://www.wikidata.org/wiki/Q49133
aa_1113,Boston 67.1008,https://www.wikidata.org/wiki/Q49133
aa_1114,Boston 1975.795,https://www.wikidata.org/wiki/Q49133
aa_1115,Boston 67.1030,https://www.wikidata.org/wiki/Q49133
aa_1116,Boston 1975.769,https://www.wikidata.org/wiki/Q49133
aa_1117,Boston 00.286,https://www.wikidata.org/wiki/Q49133
aa_1118,Boston 00.287,https://www.wikidata.org/wiki/Q49133
aa_1119,Boston 01.8479,https://www.wikidata.org/wiki/Q49133
aa_1120,Boston 32.647,https://www.wikidata.org/wiki/Q49133
aa_1121,Boston 35.221,https://www.wikidata.org/wiki/Q49133
aa_1122,Boston 00.288,https://www.wikidata.org/wiki/Q49133
aa_1123,Boston 35.1464,https://www.wikidata.org/wiki/Q49133
aa_1124,Boston 35.223,https://www.wikidata.org/wiki/Q49133
aa_1125,Boston 59.181,https://www.wikidata.org/wiki/Q49133
aa_1126,Boston 60.140,https://www.wikidata.org/wiki/Q49133
aa_1127,Boston 1982.594,https://www.wikidata.org/wiki/Q49133
aa_1128,Boston 65.459,https://www.wikidata.org/wiki/Q49133
aa_1129,Boston 35.268,https://www.wikidata.org/wiki/Q49133
aa_1130,Boston 62.655,https://www.wikidata.org/wiki/Q49133
aa_1131,Boston 1988.349,https://www.wikidata.org/wiki/Q49133
aa_1132,Boston 1975.772,https://www.wikidata.org/wiki/Q49133
aa_1133,Boston 95.172,https://www.wikidata.org/wiki/Q49133
aa_1134,Boston 60.514,https://www.wikidata.org/wiki/Q49133
aa_1135,Boston 68.4,https://www.wikidata.org/wiki/Q49133
aa_1136,Boston 69.1054,https://www.wikidata.org/wiki/Q49133
aa_1137,Boston 1973.640,https://www.wikidata.org/wiki/Q49133
aa_1138,Boston 1975.276,https://www.wikidata.org/wiki/Q49133
aa_1139,Boston 35.228,https://www.wikidata.org/wiki/Q49133
aa_1140,Boston 35.1459,https://www.wikidata.org/wiki/Q49133
aa_1141,Boston 63.1626,https://www.wikidata.org/wiki/Q49133
aa_1142,Boston 62.572,https://www.wikidata.org/wiki/Q49133
aa_1143,Boston 00.289,https://www.wikidata.org/wiki/Q49133
aa_1144,Boston 52.1013,https://www.wikidata.org/wiki/Q49133
aa_1145,Boston 52.1016,https://www.wikidata.org/wiki/Q49133
aa_1146,Boston 60.1431,https://www.wikidata.org/wiki/Q49133
aa_1147,Boston 67.1009,https://www.wikidata.org/wiki/Q49133
aa_1148,Boston 1973.641,https://www.wikidata.org/wiki/Q49133
aa_1149,Boston 1974.504,https://www.wikidata.org/wiki/Q49133
aa_1150,Boston 1975.277,https://www.wikidata.org/wiki/Q49133
aa_1151,Boston 1975.778,https://www.wikidata.org/wiki/Q49133
aa_1152,Boston 54.40,https://www.wikidata.org/wiki/Q49133
aa_1153,Boston 67.1010,https://www.wikidata.org/wiki/Q49133
aa_1154,Boston 68.14,https://www.wikidata.org/wiki/Q49133
aa_1155,Boston 1975.780,https://www.wikidata.org/wiki/Q49133
aa_1156,Boston 61.134,https://www.wikidata.org/wiki/Q49133
aa_1157,Boston 62.573,https://www.wikidata.org/wiki/Q49133
aa_1158,Boston 62.574,https://www.wikidata.org/wiki/Q49133
aa_1159,Boston 01.5026,https://www.wikidata.org/wiki/Q49133
aa_1160,Boston 32.638,https://www.wikidata.org/wiki/Q49133
aa_1161,Boston 32.837,https://www.wikidata.org/wiki/Q49133
aa_1162,Boston 67.629,https://www.wikidata.org/wiki/Q49133
aa_1163,Boston 35.247,https://www.wikidata.org/wiki/Q49133
aa_1164,Boston 52.1027,https://www.wikidata.org/wiki/Q49133
aa_1165,Boston 60.1434,https://www.wikidata.org/wiki/Q49133
aa_1166,Boston 64.963,https://www.wikidata.org/wiki/Q49133
aa_1167,Boston 68.703,https://www.wikidata.org/wiki/Q49133
aa_1168,Boston 68.704,https://www.wikidata.org/wiki/Q49133
aa_1169,Boston 64.976,https://www.wikidata.org/wiki/Q49133
aa_1170,Boston 34.1416,https://www.wikidata.org/wiki/Q49133
aa_1171,Boston 62.555,https://www.wikidata.org/wiki/Q49133
aa_1172,Boston 58.4,https://www.wikidata.org/wiki/Q49133
aa_1173,Boston 63.2651,https://www.wikidata.org/wiki/Q49133
aa_1174,Boston 64.975,https://www.wikidata.org/wiki/Q49133
aa_1175,Boston 00.290,https://www.wikidata.org/wiki/Q49133
aa_1176,Boston 32.611,https://www.wikidata.org/wiki/Q49133
aa_1177,Boston 32.614,https://www.wikidata.org/wiki/Q49133
aa_1178,Boston 32.644,https://www.wikidata.org/wiki/Q49133
aa_1179,Boston 32.693,https://www.wikidata.org/wiki/Q49133
aa_1180,Boston 34.1415,https://www.wikidata.org/wiki/Q49133
aa_1181,Boston 64.2126,https://www.wikidata.org/wiki/Q49133
aa_1182,Boston 68.705,https://www.wikidata.org/wiki/Q49133
aa_1183,Boston 64.300,https://www.wikidata.org/wiki/Q49133
aa_1616,Boston 1986.888,https://www.wikidata.org/wiki/Q49133
aa_1617,Boston 59.652,https://www.wikidata.org/wiki/Q49133
aa_1618,Boston 1975.797,https://www.wikidata.org/wiki/Q49133
aa_1619,Boston 12.503,https://www.wikidata.org/wiki/Q49133
aa_1624,Boston 12.536,https://www.wikidata.org/wiki/Q49133
aa_1620,Boston 62.575,https://www.wikidata.org/wiki/Q49133
aa_1621,Boston 60.523,https://www.wikidata.org/wiki/Q49133
aa_1622,Boston 34.1414,https://www.wikidata.org/wiki/Q49133
aa_1625,Boston 64.977,https://www.wikidata.org/wiki/Q49133
aa_1623,Boston 69.1143,https://www.wikidata.org/wiki/Q49133
aa_1626,Boston 67.1031,https://www.wikidata.org/wiki/Q49133
aa_1627,Boston 00.291,https://www.wikidata.org/wiki/Q49133
aa_1629,Boston 1974.505,https://www.wikidata.org/wiki/Q49133
aa_1628,Boston 58.5,https://www.wikidata.org/wiki/Q49133
aa_1630,Boston 1975.785,https://www.wikidata.org/wiki/Q49133
aa_1631,Boston 1975.786,https://www.wikidata.org/wiki/Q49133
aa_1632,Boston 1975.796,https://www.wikidata.org/wiki/Q49133
aa_1633,Boston 95.173,https://www.wikidata.org/wiki/Q49133
aa_1634,Boston 17.3277,https://www.wikidata.org/wiki/Q49133
aa_1635,Boston 17.3282,https://www.wikidata.org/wiki/Q49133
aa_1636,Boston 17.3283,https://www.wikidata.org/wiki/Q49133
aa_1637,Boston 32.1181,https://www.wikidata.org/wiki/Q49133
aa_1638,Boston 32.1182,https://www.wikidata.org/wiki/Q49133
aa_1639,Boston 60.525,https://www.wikidata.org/wiki/Q49133
aa_1640,Boston 63.2658,https://www.wikidata.org/wiki/Q49133
aa_1641,Boston 92.48,https://www.wikidata.org/wiki/Q49133
aa_1642,Boston 92.56,https://www.wikidata.org/wiki/Q49133
aa_1643,Boston 92.77,https://www.wikidata.org/wiki/Q49133
aa_1644,Boston 00.292,https://www.wikidata.org/wiki/Q49133
aa_1645,Boston 32.679,https://www.wikidata.org/wiki/Q49133
aa_1646,Boston 32.682,https://www.wikidata.org/wiki/Q49133
aa_1647,Boston 32.858,https://www.wikidata.org/wiki/Q49133
aa_1648,Boston 32.860,https://www.wikidata.org/wiki/Q49133
aa_1649,Boston 35.231,https://www.wikidata.org/wiki/Q49133
aa_1650,Boston 35.259,https://www.wikidata.org/wiki/Q49133
aa_1651,Boston 60.524,https://www.wikidata.org/wiki/Q49133
aa_1652,Boston 63.2652,https://www.wikidata.org/wiki/Q49133
aa_1653,Boston 35.230,https://www.wikidata.org/wiki/Q49133
aa_1654,Boston 35.1456,https://www.wikidata.org/wiki/Q49133
aa_1655,Boston 65.440,https://www.wikidata.org/wiki/Q49133
aa_1656,Boston 65.441,https://www.wikidata.org/wiki/Q49133
aa_1657,Boston 68.707,https://www.wikidata.org/wiki/Q49133
aa_1658,Boston 1978.44,https://www.wikidata.org/wiki/Q49133
aa_1659,Boston 1982.595,https://www.wikidata.org/wiki/Q49133
aa_1660,Boston 1982.596,https://www.wikidata.org/wiki/Q49133
aa_1661,Boston 1982.597,https://www.wikidata.org/wiki/Q49133
aa_1662,Boston 1982.598,https://www.wikidata.org/wiki/Q49133
aa_1663,Boston 1982.599,https://www.wikidata.org/wiki/Q49133
aa_1664,Boston 34.1413,https://www.wikidata.org/wiki/Q49133
aa_1665,Boston 1982.600,https://www.wikidata.org/wiki/Q49133
aa_1666,Boston 1986.889,https://www.wikidata.org/wiki/Q49133
aa_1667,Boston 56.140,https://www.wikidata.org/wiki/Q49133
aa_1668,Boston 58.518,https://www.wikidata.org/wiki/Q49133
aa_1669,Boston 60.226,https://www.wikidata.org/wiki/Q49133
aa_1670,Boston 62.576,https://www.wikidata.org/wiki/Q49133
aa_1671,Boston 63.70,https://www.wikidata.org/wiki/Q49133
aa_1672,Boston 63.71,https://www.wikidata.org/wiki/Q49133
aa_1673,Boston 63.2653,https://www.wikidata.org/wiki/Q49133
aa_1674,Boston 63.2654,https://www.wikidata.org/wiki/Q49133
aa_1675,Boston 63.2655,https://www.wikidata.org/wiki/Q49133
aa_1676,Boston 64.299,https://www.wikidata.org/wiki/Q49133
aa_1677,Boston 32.1198,https://www.wikidata.org/wiki/Q49133
aa_1678,Boston 32.1191,https://www.wikidata.org/wiki/Q49133
aa_1679,Boston 16.428,https://www.wikidata.org/wiki/Q49133
aa_1680,Boston 12.539,https://www.wikidata.org/wiki/Q49133
aa_1681,Boston 00.293,https://www.wikidata.org/wiki/Q49133
aa_1682,Boston 54.41,https://www.wikidata.org/wiki/Q49133
aa_1683,Boston 67.600,https://www.wikidata.org/wiki/Q49133
aa_1684,Boston 68.290,https://www.wikidata.org/wiki/Q49133
aa_1685,Boston 1973.642,https://www.wikidata.org/wiki/Q49133
aa_1686,Boston 1974.521,https://www.wikidata.org/wiki/Q49133
aa_1687,Boston 1975.787,https://www.wikidata.org/wiki/Q49133
aa_1688,Boston 52.1017,https://www.wikidata.org/wiki/Q49133
aa_1689,Boston 1975.789,https://www.wikidata.org/wiki/Q49133
aa_1690,Boston 32.1207,https://www.wikidata.org/wiki/Q49133
aa_1691,Boston 12.514,https://www.wikidata.org/wiki/Q49133
aa_1692,Boston 65.562,https://www.wikidata.org/wiki/Q49133
aa_1693,Boston 65.561,https://www.wikidata.org/wiki/Q49133
aa_1694,Boston 69.953,https://www.wikidata.org/wiki/Q49133
aa_1695,Boston 69.954,https://www.wikidata.org/wiki/Q49133
aa_1696,Boston 1977.492,https://www.wikidata.org/wiki/Q49133
aa_1697,Boston 88.425,https://www.wikidata.org/wiki/Q49133
aa_1698,Boston 92.65,https://www.wikidata.org/wiki/Q49133
aa_1699,Boston 35.246,https://www.wikidata.org/wiki/Q49133
aa_1700,Boston 35.253,https://www.wikidata.org/wiki/Q49133
aa_1701,Boston 00.294,https://www.wikidata.org/wiki/Q49133
aa_1702,Boston 00.295,https://www.wikidata.org/wiki/Q49133
aa_1703,Boston 32.652,https://www.wikidata.org/wiki/Q49133
aa_1704,Boston 1962 Apparatus no. 3,https://www.wikidata.org/wiki/Q49133
aa_1705,Boston 32.715,https://www.wikidata.org/wiki/Q49133
